Index,NAME,INCHIKEY,superclass,subclass,FORMULA,ExactMass,Dot,Cos,Dot_MI,Diff,Match,entropy,jaccard,TP,FP,FN,TN,TPR,missed in QCEIMS predicted spectra
118," 4-Methyl-1-pentanol, TMS derivative",YNMLXAFPXHGKOD-UHFFFAOYSA-N,alcohol,aliphatic, C9H22OSi,174.143991,"583,83","264,844","472,555","111,276","475,86","0,495","0,552",28,25,11,635,"0,777777778","0,282051282"
119," 4-Methyl-2-pentanol, TMS derivative",KGKDJRAZLXGYOO-UHFFFAOYSA-N,alcohol,aliphatic, C9H22OSi,174.143991,"557,878","283,526","429,873","128,005","470,209","0,489","0,538",20,22,12,645,"0,588235294","0,375"
120," 2-Hexanol, TMS derivative",PXNYJNUWOLDIPO-UHFFFAOYSA-N,alcohol,aliphatic, C9H22OSi,174.143991,"552,263","274,143","472,341","79,922","453,593","0,481","0,556",20,26,11,642,"0,540540541","0,35483871"
121," 3,3-Dimethyl-2-butanol, TMS derivative",PZPJEYNJUQHNEU-UHFFFAOYSA-N,alcohol,aliphatic, C9H22OSi,174.143991,"612,058","449,307","428,205","183,854","497,439","0,555","0,589",19,24,10,646,"0,558823529","0,344827586"
122," 2-Methyl-3-pentanol, TMS derivative",OALCUISZMBCYMO-UHFFFAOYSA-N,alcohol,aliphatic, C9H22OSi,174.143991,"553,88","315,107","499,566","54,314","493,576","0,54","0,619",24,27,10,638,"0,648648649","0,294117647"
123," 1-Hexanol, TMS derivative",HNVBZKNIPZVUDV-UHFFFAOYSA-N,alcohol,aliphatic, C9H22OSi,174.143991,"656,616","554,234","468,957","187,659","520,587","0,601","0,626",24,31,11,633,"0,571428571","0,314285714"
124," 2-Ethyl-1-butanol, TMS derivative",VNBANJWOJZUFPL-UHFFFAOYSA-N,alcohol,aliphatic, C9H22OSi,174.143991,"606,559","465,634","444,955","161,605","520,426","0,603","0,596",30,23,11,635,"0,882352941","0,268292683"
125," 2-Methyl-1-pentanol, TMS derivative",DZBANYJTCRZHGN-UHFFFAOYSA-N,alcohol,aliphatic, C9H22OSi,174.143991,"690,84","476,698","484,057","206,782","578,906","0,603","0,667",33,23,8,635,"1,064516129","0,195121951"
126," 3-Methyl-1-pentanol,  TMS derivative",HHESGRKZAWUAEQ-UHFFFAOYSA-N,alcohol,aliphatic, C9H22OSi,174.143991,"593,259","364,1","540,237","53,022","480,461","0,548","0,689",28,17,15,639,"0,875","0,348837209"
127," N-Formylglycine, TMS derivative",USEVCONBFAEYNG-UHFFFAOYSA-N,acid,aliphatic, C6H13NO3Si,175.06647,"472,699","695,195","484,705","12,006","417,981","0,63","0,468",21,11,26,641,"0,567567568","0,553191489"
128," N,N-Dimethylglycine, TMS derivative",WMROMLLACOZNIQ-UHFFFAOYSA-N,acid,aliphatic, C7H17NO2Si,175.102856,"869,239","752,141","269,311","599,928","707,377","0,722","0,575",11,23,4,661,"0,407407407","0,266666667"
129," L-2-Aminobutyric acid, TMS derivative",DPRFUZUDPNMXIO-UHFFFAOYSA-N,acid,aliphatic, C7H17NO2Si,175.102856,"514,303","725,622","293,221","221,082","447,799","0,65","0,545",16,23,8,652,"0,516129032","0,333333333"
130," D-2-Aminobutyric acid, TMS derivative",DPRFUZUDPNMXIO-UHFFFAOYSA-N,acid,aliphatic, C7H17NO2Si,175.102856,"486,006","823,287","313,009","172,997","434,634","0,682","0,547",14,19,10,656,"0,482758621","0,416666667"
131," 2-Aminobutanoic acid, TMS derivative",DPRFUZUDPNMXIO-UHFFFAOYSA-N,acid,aliphatic, C7H17NO2Si,175.102856,"490,91","772,902","311,666","179,245","450,991","0,68","0,553",16,20,8,655,"0,571428571","0,333333333"
132," N-Acetylaminoethanol, TMS derivative",KQFWBYSETOZMBH-UHFFFAOYSA-N,alcohol,aliphatic, C7H17NO2Si,175.102856,"542,511","473,012","576,895","34,385","471,306","0,632","0,598",42,19,9,629,"1,5","0,176470588"
133," 3-Aminoisobutyric acid, TMS derivative",CQDDCQABWZCCOO-UHFFFAOYSA-N,acid,aliphatic, C7H17NO2Si,175.102856,"399,671","496,855","262,97","136,701","385,036","0,553","0,58",21,9,32,637,"0,512195122","0,603773585"
135," 5-Amino-1-pentanol, TMS derivative",QNGPFLOHTKCASJ-UHFFFAOYSA-N,alcohol,aliphatic, C8H21NOSi,175.139241,"536,872","388,457","605,359","68,487","488,425","0,577","0,559",42,8,28,621,"1,166666667","0,4"
136," 2-(Isopropylamino)ethanol, TMS derivative",IYFBTAZTVATNQA-UHFFFAOYSA-N,alcohol,aliphatic, C8H21NOSi,175.139241,"718,391","372,102","516,012","202,378","565,82","0,589","0,568",28,21,8,642,"0,965517241","0,222222222"
137," .alpha.-Hydroxyisobutyric acid, TMS derivative",IXEGDFGFFWAZFW-UHFFFAOYSA-N,acid,aliphatic, C7H16O3Si,176.086871,"338,693","741,246","268,85","69,843","351,473","0,643","0,47",18,15,23,643,"0,473684211","0,56097561"
138," 2-Hydroperoxytetrahydrofuran, TMS derivative",BEJNIMBRDBNWHN-UHFFFAOYSA-N,alcohol,aliphatic, C7H16O3Si,176.086871,"364,116","335,474","91,98","272,136","341,799","0,492","0,443",17,22,5,655,"0,62962963","0,227272727"
139," Ethoxyacetic acid, TMS derivative",ABFULWVGGIKUSM-UHFFFAOYSA-N,acid,aliphatic, C7H16O3Si,176.086871,"381,934","777,79","358,175","23,76","357,312","0,654","0,506",19,15,15,650,"0,633333333","0,441176471"
140," 1,4-Dioxan-2-ol, TMS derivative",UQXDNVXSGVCULN-UHFFFAOYSA-N,alcohol,aliphatic, C7H16O3Si,176.086871,"602,708","228,188","562,748","39,96","491,631","0,513","0,505",29,9,20,641,1,"0,408163265"
141," Ethyl glycolate, TMS derivative",XYIXWDNUMHGHMK-UHFFFAOYSA-N,alcohol,aliphatic, C7H16O3Si,176.086871,"555,142","553,523","503,101","52,041","500,782","0,646","0,529",24,12,15,648,"0,888888889","0,384615385"
142," Isopropylethanediol, TMS derivative",QCVQFUMPZLEORX-UHFFFAOYSA-N,alcohol,aliphatic, C8H20O2Si,176.123257,"333,7","432,82","330,977","2,723","349,611","0,527","0,394",19,22,14,644,"0,527777778","0,424242424"
143," 4-Methoxy-1-butanol, TMS derivative",LNTQLIBTDFHZSV-UHFFFAOYSA-N,alcohol,aliphatic, C8H20O2Si,176.123257,"414,668","281,781","399,139","15,529","367,823","0,485","0,547",30,20,16,633,"0,833333333","0,347826087"
144," 3-Ethoxypropanol, TMS derivative",MQNFPODVFUZNGB-UHFFFAOYSA-N,alcohol,aliphatic, C8H20O2Si,176.123257,"456,612","427,114","513,467","56,855","407,464","0,574","0,578",35,13,15,636,"1,25","0,3"
145," 1-Ethoxy-2-propanol, TMS derivative",DNDGHVIUWAOBHA-UHFFFAOYSA-N,alcohol,aliphatic, C8H20O2Si,176.123257,"522,013","684,809","427,828","94,185","439,779","0,637","0,645",17,26,10,646,"0,472222222","0,37037037"
147," Captamine, TMS derivative",MPXISNMASZZGRX-UHFFFAOYSA-N,thiols,aliphatic, C7H19NSSi,177.100747,"772,27","342,433","190,643","581,626","648,772","0,541","0,417",20,28,3,648,"0,64516129","0,130434783"
148," 2-(Ethylthio)ethanol, TMS derivative",GTANUEYCMFKHNR-UHFFFAOYSA-N,alcohol,aliphatic, C7H18OSSi,178.084763,"840,908","470,617","631,518","209,39","663,5","0,63","0,48",32,19,14,634,"0,96969697","0,304347826"
149," Methionol, TMS derivative",LAPCXFKXORXMSV-UHFFFAOYSA-N,alcohol,aliphatic, C7H18OSSi,178.084763,"784,494","369,607","695,158","89,336","642,339","0,59","0,534",38,12,21,628,"1,151515152","0,355932203"
150," Diethylene glyco, TMS derivative",GSELFHHQQDHFIF-UHFFFAOYSA-N,alcohol,aliphatic, C7H18O3Si,178.102521,"348,468","403,361","278,644","69,824","358,285","0,603","0,527",31,19,7,642,"1,192307692","0,184210526"
151," Benzylamine, TMS derivative",OVONARZNQIKMGQ-UHFFFAOYSA-N,amines,aliphatic, C10H17NSi,179.113026,"805,903","604,397","807,885","1,982","666,658","0,721","0,574",39,10,24,626,"1,147058824","0,380952381"
152," Benzyl alcohol, TMS derivative",AOKMFXQCRBQJOP-UHFFFAOYSA-N,alcohol,aliphatic, C10H16OSi,180.097042,"754,254","675,671","583,892","170,362","647,225","0,717","0,482",16,11,18,654,"0,551724138","0,529411765"
153," o-Cresol, TMS derivative",NYGJXYBYDZNXQY-UHFFFAOYSA-N,alcohol,aromatic, C10H16OSi,180.097042,"871,861","845,861","719,626","152,235","691,315","0,773","0,388",31,23,15,630,"0,815789474","0,326086957"
154," m-Cresol, TMS derivative",UYBLRZBUAXYZQO-UHFFFAOYSA-N,alcohol,aromatic, C10H16OSi,180.097042,"824,945","751,539","744,874","80,071","652,165","0,757","0,526",31,19,14,635,"0,939393939","0,311111111"
155," p-Cresol, TMS derivative",KWNZPYGXIBVQKX-UHFFFAOYSA-N,alcohol,aromatic, C10H16OSi,180.097042,"868,794","873,928","749,574","119,22","703,98","0,783","0,449",27,19,18,635,"0,72972973","0,4"
156," 1,2-Benzenediamine, TMS derivative",HERQZHJWUJCCRT-UHFFFAOYSA-N,amines,aromatic, C9H16N2Si,180.108275,"752,026","322,282","742,431","9,595","620,54","0,576","0,518",18,5,30,646,"0,514285714","0,625"
157," m-Phenylenediamine, TMS derivative",PZVLVJWSLGPDGX-UHFFFAOYSA-N,amines,aromatic, C9H16N2Si,180.108275,"865,327","387,554","776,424","88,903","693,091","0,656","0,55",21,6,24,648,"0,7","0,533333333"
158," 3-Aminophenol, TMS derivative",GSYUIHQMZSVLBA-UHFFFAOYSA-N,alcohol,aromatic, C9H15NOSi,181.092291,"854,579","708,774","785,597","68,982","678,016","0,733","0,554",34,13,25,627,"0,894736842","0,423728814"
159," 2-Aminophenol, TMS derivative",VASQIQBISAZVJR-UHFFFAOYSA-N,alcohol,aromatic, C9H15NOSi,181.092291,"854,896","663,891","823,261","31,636","697,585","0,716","0,485",30,8,25,636,"0,909090909","0,454545455"
160," 5-Hydroxy-2-methylpyridine, TMS derivative",TXEMVWBAEIJEGJ-UHFFFAOYSA-N,alcohol,aromatic, C9H15NOSi,181.092291,"867,96","653,362","774,513","93,447","665,373","0,74","0,568",22,15,23,639,"0,578947368","0,511111111"
161," 4-Aminophenol, TMS derivative",OQRAKRQKKXWZEN-UHFFFAOYSA-N,alcohol,aromatic, C9H15NOSi,181.092291,"872,643","742,342","792,702","79,941","692,701","0,744","0,526",30,13,25,631,"0,789473684","0,454545455"
162," Thiophenol, TMS derivative",VJMQFIRIMMSSRW-UHFFFAOYSA-N,thiols,aromatic, C9H14SSi,182.058548,"895,86","890,852","788,913","106,947","704,507","0,791","0,496",31,14,22,632,"0,861111111","0,41509434"
163," Catechol, TMS derivative",NFVQIKZNWVPHPO-UHFFFAOYSA-N,alcohol,aromatic, C9H14O2Si,182.076306,"843,124","493,139","744,934","98,19","636,115","0,661","0,664",39,26,10,624,"1,083333333","0,204081633"
164," Hydroquinone, TMS derivative",UDSMTNDZFCWEJL-UHFFFAOYSA-N,alcohol,aromatic, C9H14O2Si,182.076306,"877,379","678,032","713,866","163,513","639,195","0,689","0,36",18,26,13,642,"0,461538462","0,419354839"
165," Resorcinol, TMS derivative",YEMFMDBPQCCXNP-UHFFFAOYSA-N,alcohol,aromatic, C9H14O2Si,182.076306,"903,95","719,295","655,483","248,468","687,059","0,711","0,58",26,24,23,626,"0,553191489","0,469387755"
166," 3,4,5-Trimethylpyrazole, TMS derivative",VSKBDEYAUHUONX-UHFFFAOYSA-N,amines,aromatic, C9H18N2Si,182.123925,"862,14","572,714","707,358","154,782","652,126","0,647","0,659",36,27,20,616,"0,765957447","0,357142857"
167," 3-Furoic acid, TMS derivative",BIKFDJNAMKPPRE-UHFFFAOYSA-N,acid,aromatic, C8H12O3Si,184.055571,"727,6","481,669","607,86","119,74","614,737","0,582","0,485",14,13,21,651,"0,411764706","0,6"
168," 2-Furoic acid, TMS derivative",XMEORGBWULGDAQ-UHFFFAOYSA-N,acid,aromatic, C8H12O3Si,184.055571,"716,51","342,906","612,295","104,215","605,554","0,555","0,495",19,21,12,647,"0,575757576","0,387096774"
169," Sorbic acid, TMS derivative",JJUBCHFIUJTWQH-BSWSSELBSA-N,acid,aliphatic, C9H16O2Si,184.091956,"666,177","530,018","556,29","109,887","569,762","0,58","0,491",19,11,36,633,"0,404255319","0,654545455"
170," Dicyclopropylmethanol, TMS derivative",OUYQKNLEKCJOLJ-UHFFFAOYSA-N,alcohol,aliphatic, C10H20OSi,184.128342,"428,467","201,412","464,975","36,508","408,632","0,474","0,566",24,9,43,623,"0,461538462","0,641791045"
171," exo-Norborneol, TMS derivative",RABNXRYTRXOHQN-UHFFFAOYSA-N,alcohol,aliphatic, C10H20OSi,184.128342,"779,428","153,777","610,471","168,957","635,886","0,447","0,515",22,7,44,626,"0,431372549","0,666666667"
172," 3-Cyclohexene-1-methanol, TMS derivative",RCWSMGKJVJBMAK-UHFFFAOYSA-N,alcohol,aliphatic, C10H20OSi,184.128342,"558,021","162,513","264,891","293,13","486,732","0,446","0,603",29,22,26,622,"0,604166667","0,472727273"
173," 2-Methyl-4-pentenoic acid, TMS derivative",BTXFROGYYXYDGW-UHFFFAOYSA-N,acid,aliphatic, C9H18O2Si,186.107606,"796,771","643,613","446,97","349,801","596,449","0,664","0,535",24,24,17,634,"0,585365854","0,414634146"
174," Cyclopentylcarboxylic acid, TMS derivative",RCNLUVBAZAMEIC-UHFFFAOYSA-N,acid,aliphatic, C9H18O2Si,186.107606,"575,741","580,061","566,373","9,367","491,324","0,601","0,51",22,20,14,643,"0,647058824","0,388888889"
175," 2-Hexenoic acid, (E)-, TMS derivative",KARYOLQGIPCTTG-BQYQJAHWSA-N,acid,aliphatic, C9H18O2Si,186.107606,"353,056","266,702","383,118","30,062","324,516","0,469","0,452",22,24,22,631,"0,47826087","0,5"
176," 3-Methylcyclohexanol, (Z)-, TMS derivative",LRYIGXAAWHNNOA-ZJUUUORDSA-N,alcohol,aliphatic, C10H22OSi,186.143991,"671,829","116,713","382,862","288,966","529,297","0,312","0,225",10,33,7,649,"0,25","0,411764706"
177," 3-Methylcyclohexanol, (E)-, TMS derivative",LRYIGXAAWHNNOA-NXEZZACHSA-N,alcohol,aliphatic, C10H22OSi,186.143991,"625,487","124,961","312,007","313,481","452,693","0,326","0,228",9,24,8,658,"0,28125","0,470588235"
178," 4-Methylcyclohexanol, TMS derivative",HFAYRHAZVSUDBG-UHFFFAOYSA-N,alcohol,aliphatic, C10H22OSi,186.143991,"657,225","117,442","365,751","291,474","493,568","0,344","0,273",16,22,14,647,"0,444444444","0,466666667"
179," 1-Cyclopentylethanol, TMS derivative",YCOXVWFHCPDDDZ-UHFFFAOYSA-N,alcohol,aliphatic, C10H22OSi,186.143991,"480,881","79,605","366,994","113,888","426,011","0,363","0,586",18,26,13,642,"0,461538462","0,419354839"
180," 2-Methylcyclohexanol, (Z)-, TMS derivative",JQAKEQPKWYLGTN-ZJUUUORDSA-N,alcohol,aliphatic, C10H22OSi,186.143991,"807,158","256,077","679,798","127,36","607,604","0,558","0,675",37,18,18,626,"1,027777778","0,327272727"
181," 4-Methylcyclohexanol, (E)-, TMS derivative",HFAYRHAZVSUDBG-MGCOHNPYSA-N,alcohol,aliphatic, C10H22OSi,186.143991,"757,845","212,345","687,523","70,323","578,774","0,537","0,699",30,21,16,632,"0,810810811","0,347826087"
182," 2-Methylcyclohexanol, (E)-, TMS derivative",JQAKEQPKWYLGTN-NXEZZACHSA-N,alcohol,aliphatic, C10H22OSi,186.143991,"824,182","247,038","615,117","209,064","622,937","0,558","0,669",34,12,24,629,"0,944444444","0,413793103"
183," Cyclohexanemethanol, TMS derivative",CTOOFLGKFDATDA-UHFFFAOYSA-N,alcohol,aliphatic, C10H22OSi,186.143991,"586,824","362,612","495,172","91,652","501,531","0,548","0,596",27,20,14,638,"0,794117647","0,341463415"
184," L-Proline, TMS derivative",ZHHOUXSQMHJPRA-UHFFFAOYSA-N,acid,aliphatic, C8H17NO2Si,187.102856,"841,963","864,733","328,062","513,901","667,874","0,742","0,541",14,22,10,653,"0,4375","0,416666667"
185," Heptylamine, TMS derivative",PDWAWUYUYBKFJQ-UHFFFAOYSA-N,amines,aliphatic, C10H25NSi,187.175627,"697,488","243,294","484,417","213,071","574,003","0,528","0,758",23,31,4,641,"0,657142857","0,148148148"
186," 2-Thiophenethiol, TMS derivative",ACMPZIKLTOCALS-UHFFFAOYSA-N,thiols,aromatic, C7H12S2Si,188.014969,"807,231","850,644","524,658","282,572","623,814","0,723","0,57",21,34,12,632,"0,456521739","0,363636364"
187," 2-Oxopentanoic acid, TMS derivative",KXURKMKWKFOXLN-UHFFFAOYSA-N,acid,aliphatic, C8H16O3Si,188.086871,"430,503","831,906","220,458","210,045","399,872","0,627","0,465",13,19,17,650,"0,361111111","0,566666667"
188," .alpha.-Ketoisovaleric acid, TMS derivative",VFKKKSSJRGFPIS-UHFFFAOYSA-N,acid,aliphatic, C8H16O3Si,188.086871,"351,468","809,972","244,153","107,316","349,235","0,623","0,447",14,18,16,651,"0,411764706","0,533333333"
189," Levulinic acid, TMS derivative",SKSOOBJAPLSIMV-UHFFFAOYSA-N,acid,aliphatic, C8H16O3Si,188.086871,"675,621","482,479","525,293","150,328","578,338","0,612","0,514",23,20,19,637,"0,58974359","0,452380952"
190," 1,4-Cyclohexanediol, (E)-, TMS derivative",FGWOOBFLLUJICP-KYZUINATSA-N,alcohol,aliphatic, C9H20O2Si,188.123257,"497,649","138,783","532,667","35,017","456,542","0,407","0,457",32,21,23,623,"0,727272727","0,418181818"
191," Hexanoic acid, TMS derivative",CYXNJMDACJPPRR-UHFFFAOYSA-N,acid,aliphatic, C9H20O2Si,188.123257,"616,218","495,963","532,413","83,805","494,801","0,558","0,57",29,18,15,637,"0,878787879","0,340909091"
192," Diacetone alcohol, TMS derivative",LZUXEUITVJWLRQ-UHFFFAOYSA-N,alcohol,aliphatic, C9H20O2Si,188.123257,"681,879","501,92","516,966","164,913","563,599","0,623","0,508",22,29,11,637,"0,55","0,333333333"
193," 1,4-Cyclohexanediol, (Z)-, TMS derivative",FGWOOBFLLUJICP-DTORHVGOSA-N,alcohol,aliphatic, C9H20O2Si,188.123257,"513,072","219,213","446,164","66,909","447,025","0,485","0,473",38,22,37,602,"0,644067797","0,493333333"
194," 4-Methylvaleric acid, TMS derivative",UMRHTNKGONZNDQ-UHFFFAOYSA-N,acid,aliphatic, C9H20O2Si,188.123257,"556,797","532,536","503,984","52,813","466,169","0,589","0,555",33,14,28,624,"0,785714286","0,459016393"
195," 3-Heptanol, TMS derivative",BFXQFCFTGYRBAE-UHFFFAOYSA-N,alcohol,aliphatic, C10H24OSi,188.159642,"404,684","224,173","534,637","129,953","368,001","0,354","0,28",16,45,5,633,"0,32","0,238095238"
196," 2,3-Dimethyl-3-pentanol, TMS derivative",ZPYHJEJAQLVBAF-UHFFFAOYSA-N,alcohol,aliphatic, C10H24OSi,188.159642,"409,956","297,507","618,36","208,404","380,699","0,511","0,695",29,41,3,626,"0,659090909","0,09375"
197," 4,4-Dimethyl-2-pentanol, TMS derivative",ICHWBKBDFNYMET-UHFFFAOYSA-N,alcohol,aliphatic, C10H24OSi,188.159642,"255,148","109,33","432,073","176,925","280,052","0,38","0,627",20,47,6,626,"0,377358491","0,230769231"
198," 2-Heptanol, TMS derivative",ARLOCEWCOYNVON-UHFFFAOYSA-N,alcohol,aliphatic, C10H24OSi,188.159642,"473,19","153,764","568,483","95,293","411,864","0,419","0,639",27,25,7,640,"0,84375","0,205882353"
199," 2,2-Dimethyl-3-pentanol, TMS derivative",KBSVUZDSMPXFJS-UHFFFAOYSA-N,alcohol,aliphatic, C10H24OSi,188.159642,"363,4","246,314","537,283","173,883","339,688","0,467","0,676",26,38,6,629,"0,590909091","0,1875"
200," 2,4-Dimethyl-3-pentanol, TMS derivative",TWZOCQCGEYSDBW-UHFFFAOYSA-N,alcohol,aliphatic, C10H24OSi,188.159642,"325,934","218,711","498,318","172,384","307,478","0,393","0,563",17,38,4,640,"0,404761905","0,19047619"
201," 1-Heptanol, TMS derivative",BRCKXDXFQKVLKF-UHFFFAOYSA-N,alcohol,aliphatic, C10H24OSi,188.159642,"504,782","323,012","519,943","15,162","447,63","0,547","0,641",34,24,7,634,"1,096774194","0,170731707"
202," Homocysteine thiolactone, TMS derivative",GFSNWMLVFYNVRW-UHFFFAOYSA-N,amines,aliphatic, C7H15NOSSi,189.064362,"252,832","515,359","373,127","120,294","249,782","0,508","0,505",32,19,24,624,"0,744186047","0,428571429"
203," Aceturic acid, TMS derivative",JCPCRRYZPFSMDS-UHFFFAOYSA-N,acid,aliphatic, C7H15NO3Si,189.08212,"411,115","653,508","460,776","49,661","355,2","0,583","0,545",25,13,23,638,"0,694444444","0,479166667"
204," Indole, TMS derivative",FVTIWXTUSQSDKB-UHFFFAOYSA-N,amines,aromatic, C11H15NSi,189.097376,"879,953","722,731","746,203","133,75","682,941","0,702","0,178",12,32,4,651,"0,333333333","0,25"
206," L-Valine, TMS derivative",IJGIMCZHMYSSHY-ZETCQYMHSA-N,acid,aliphatic, C8H19NO2Si,189.1185055,"303,15","802,204","366,123","62,973","305,231","0,657","0,421",13,17,20,649,"0,351351351","0,606060606"
208," 6-Amino-1-hexanol, TMS derivative",LYCNGDWFSVYEHD-UHFFFAOYSA-N,alcohol,aliphatic, C9H23NOSi,189.154891,"621,784","473,144","529,381","92,403","528,219","0,582","0,496",41,8,40,610,"0,854166667","0,49382716"
209," (Diethylamino)ethanol, TMS derivative",WPKGWCLLPDCEQS-UHFFFAOYSA-N,alcohol,aliphatic, C9H23NOSi,189.154891,"820,328","456,412","285,409","534,919","647,03","0,582","0,506",17,29,5,648,"0,5","0,227272727"
210," 2-Acetoxyacetate, TMS derivative",ZNVDGFLYEAIQCT-UHFFFAOYSA-N,acid,aliphatic, C7H14O4Si,190.066135,"481,076","677,549","387,183","93,893","444,289","0,645","0,407",20,18,18,643,"0,555555556","0,473684211"
211," 4-Methoxybutanoic acid, TMS derivative",FRISJHRZDIEVIW-UHFFFAOYSA-N,acid,aliphatic, C8H18O3Si,190.102521,"456,616","416,254","511,069","54,453","398,408","0,535","0,486",24,19,18,638,"0,648648649","0,428571429"
212," Methyl 3-hydroxybutyrate, TMS derivative",FHDCVPMIQWHEAE-UHFFFAOYSA-N,alcohol,aliphatic, C8H18O3Si,190.102521,"712,819","468,854","563,762","149,057","551,583","0,588","0,5",28,16,19,636,"0,8","0,404255319"
213," 5-Methoxy-1-pentanol, TMS derivative",IPBFETYVOGXEJZ-UHFFFAOYSA-N,alcohol,aliphatic, C9H22O2Si,190.1389065,"418,77","211,646","359,663","59,107","377,439","0,387","0,486",25,17,25,632,"0,595238095","0,5"
214," 1-Propoxy-2-propanol, TMS derivative",IJDZACBQKZBMAZ-UHFFFAOYSA-N,alcohol,aliphatic, C9H22O2Si,190.1389065,"421,472","696,261","320,559","100,913","437,749","0,656","0,576",22,19,8,650,"0,814814815","0,266666667"
215," 4-Methoxy-2-methyl-1-butanol, TMS derivative",GKPWRNUXLHBVEH-UHFFFAOYSA-N,alcohol,aliphatic, C9H22O2Si,190.1389065,"635,635","441,364","745,344","109,709","531,455","0,614","0,615",41,5,39,614,"0,931818182","0,4875"
216," 4-Cyanophenol, TMS derivative",AAJHNFBJNSCZQJ-UHFFFAOYSA-N,alcohol,aromatic, C10H13NOSi,191.07664,"848,481","621,81","740,523","107,958","651,786","0,667","0,257",11,24,2,662,"0,423076923","0,153846154"
218," 2-(2-Methoxyethoxy)ethanol, TMS derivative",BOXXIHGXOYCSRO-UHFFFAOYSA-N,alcohol,aliphatic, C8H20O3Si,192.118171,"429,563","405,815","341,417","88,147","424,392","0,566","0,402",22,11,19,647,"0,733333333","0,463414634"
219," L-Cysteine, TMS derivative",SASUQSIXYAHYBP-UHFFFAOYSA-N,acid,aliphatic, C6H15NO2SSi,193.059277,"383,03","693,579","186,965","196,065","359,81","0,677","0,465",23,16,24,636,"0,575","0,510638298"
220," Benzamide, TMS derivative",BLUMSOONSFWPGU-UHFFFAOYSA-N,amides,aliphatic, C10H15NOSi,193.092291,"814,802","389,707","678,322","136,48","667,222","0,605","0,465",19,16,12,652,"0,678571429","0,387096774"
221," Phenethylamine, TMS derivative",IJDNGNISLLHUCN-UHFFFAOYSA-N,amines,aliphatic, C11H19NSi,193.128676,"469,956","714,476","292,503","177,453","424,936","0,654","0,407",23,20,30,626,"0,46","0,566037736"
222," N-Methylbenzylamine, TMS derivative",RLBKKXDJGJYLBC-UHFFFAOYSA-N,amines,aliphatic, C11H19NSi,193.128676,"854,493","724,374","752,443","102,051","663,95","0,73","0,564",42,5,51,601,"0,75","0,548387097"
223," 1-Phenethylamine, TMS derivative",OCGAOEVDPUVZCP-UHFFFAOYSA-N,amines,aliphatic, C11H19NSi,193.128676,"651,655","500,4","653,723","2,067","549,586","0,654","0,57",23,24,10,642,"0,676470588","0,303030303"
224," 3,5-Dimethylaniline, TMS derivative",RHFKMIFHFBHGLS-UHFFFAOYSA-N,amines,aromatic, C11H19NSi,193.128676,"873,559","575,107","786,353","87,205","690,939","0,664","0,516",24,19,22,634,"0,585365854","0,47826087"
225," Benzoic Acid, TMS derivative",VFFKJOXNCSJSAQ-UHFFFAOYSA-N,acid,aromatic, C10H14O2Si,194.076306,"675,923","695,193","485,799","190,124","582,526","0,642","0,333",14,13,15,657,"0,5","0,517241379"
226," Salicylaldehyde, TMS derivative",GMQJTDJLZSIFQG-UHFFFAOYSA-N,alcohol,aromatic, C10H14O2Si,194.076306,"777,729","784,862","471,244","306,485","688,826","0,539","0,25",17,13,47,622,"0,283333333","0,734375"
227," 4-Hydroxybenzaldehyde, TMS derivative",FLVQNLXVIRUAPB-UHFFFAOYSA-N,alcohol,aromatic, C10H14O2Si,194.076306,"863,16","734,096","646,289","216,871","736,46","0,662","0,346",18,15,32,634,"0,382978723","0,64"
228," Niacinamide, TMS derivative",VQRBOHGTTOAYTJ-UHFFFAOYSA-N,amides,aliphatic, C9H14N2OSi,194.08754,"648,287","322,629","621,303","26,984","529,42","0,548","0,46",20,25,12,642,"0,540540541","0,375"
229," Phenylethyl Alcohol, TMS derivative",ZDEFWWOHFSCODL-UHFFFAOYSA-N,alcohol,aliphatic, C11H18OSi,194.112692,"561,629","587,15","385,024","176,606","518,999","0,662","0,372",23,19,25,632,"0,522727273","0,520833333"
230," 2-Methylbenzyl alcohol, TMS derivative",QKVHRAQRJNUOAF-UHFFFAOYSA-N,alcohol,aliphatic, C11H18OSi,194.112692,"602,421","705,113","548,318","54,103","541,179","0,688","0,423",27,13,14,645,1,"0,341463415"
231," 4-Methylbenzyl alcohol, TMS derivative",FCOHGWDOEMDWOD-UHFFFAOYSA-N,alcohol,aliphatic, C11H18OSi,194.112692,"748,607","802,923","605,715","142,892","666,435","0,723","0,353",23,7,18,651,"0,92","0,43902439"
232," 3-Methylbenzyl alcohol, TMS derivative",YJUMCPQVKCVRMP-UHFFFAOYSA-N,alcohol,aliphatic, C11H18OSi,194.112692,"697,753","773,418","681,086","16,667","610,533","0,687","0,422",21,17,18,643,"0,6","0,461538462"
233," 1-Phenylethanol, TMS derivative",BZOXVMMTSDEJEL-UHFFFAOYSA-N,alcohol,aliphatic, C11H18OSi,194.112692,"562,517","272,081","315,065","247,452","477,357","0,507","0,529",14,18,11,656,"0,482758621","0,44"
234," 2,3-Dimethylphenol, TMS derivative",CXMPXUMNFRWCIY-UHFFFAOYSA-N,alcohol,aromatic, C11H18OSi,194.112692,"805,7","731,268","671,788","133,912","667,5","0,705","0,393",28,10,37,624,"0,595744681","0,569230769"
